R,G,B,H,S,V,Texture,label
92.94769287109375,97.50970458984375,91.9554443359375,55.23040771484375,40.78802490234375,103.63177490234375,87.44166898476111,ripe
117.684814453125,120.5994873046875,108.80499267578125,65.2496337890625,50.9041748046875,127.90478515625,84.0419620219258,ripe
122.982421875,134.26739501953125,132.65948486328125,69.546142578125,94.4852294921875,156.7001953125,50.265409889491494,ripe
130.52301025390625,124.41680908203125,105.97576904296875,46.42584228515625,43.51959228515625,131.68597412109375,84.33101317173052,ripe
127.86676025390625,130.199951171875,117.40374755859375,65.22857666015625,69.77325439453125,142.80218505859375,77.38198828988139,ripe
157.369384765625,154.51727294921875,122.1614990234375,68.865478515625,96.68804931640625,168.137939453125,59.213205236212254,ripe
129.96527099609375,130.026611328125,104.5447998046875,63.28448486328125,69.02667236328125,138.3212890625,84.17292650383754,ripe
174.44891357421875,179.78521728515625,170.27105712890625,85.66021728515625,65.84228515625,195.3209228515625,51.077788395613055,ripe
153.6676025390625,157.24041748046875,134.43695068359375,80.87982177734375,84.39495849609375,170.210205078125,58.29312301248707,ripe
103.53900146484375,106.50982666015625,98.55950927734375,87.5596923828125,62.8507080078125,118.7618408203125,44.40507371883042,ripe
163.134033203125,158.6455078125,139.04669189453125,80.260498046875,34.26263427734375,165.73687744140625,35.62909925979749,ripe
168.96380615234375,169.7767333984375,151.435791015625,81.167724609375,72.76788330078125,183.4266357421875,48.971144682163064,ripe
137.87554931640625,112.60968017578125,67.928955078125,72.27606201171875,86.8089599609375,139.34527587890625,66.29764941966674,ripe
154.33123779296875,156.059814453125,134.491943359375,81.8131103515625,78.58197021484375,167.75299072265625,59.26386475850586,ripe
170.591552734375,175.49725341796875,165.9542236328125,85.683349609375,67.17584228515625,191.68499755859375,45.4064815503914,ripe
164.5953369140625,170.06414794921875,160.89398193359375,85.69830322265625,70.5,185.96099853515625,50.1298215057509,ripe
175.342041015625,177.24810791015625,168.4781494140625,89.64288330078125,54.87548828125,189.749755859375,48.36453513786822,ripe
122.498291015625,115.11749267578125,88.78765869140625,42.14453125,105.68316650390625,138.5440673828125,71.3096250903009,ripe
84.1527099609375,75.03765869140625,54.8636474609375,63.259033203125,45.19293212890625,85.7525634765625,57.179724990151946,ripe
109.70257568359375,99.82159423828125,76.06610107421875,75.52557373046875,64.79669189453125,116.16314697265625,55.050424506479686,ripe
178.26409912109375,183.2823486328125,159.79949951171875,82.716552734375,69.29705810546875,192.46624755859375,52.71112908241408,ripe
89.112060546875,76.02899169921875,52.61590576171875,69.16650390625,58.01214599609375,91.79742431640625,64.30175587144956,ripe
166.005615234375,171.8160400390625,164.59393310546875,87.1431884765625,62.5550537109375,186.08154296875,48.452523099998764,ripe
119.1927490234375,112.7427978515625,91.38873291015625,66.79766845703125,45.0411376953125,122.93536376953125,46.709160493140324,ripe
173.37310791015625,175.4876708984375,154.4957275390625,84.53997802734375,70.62542724609375,187.88983154296875,49.48996240821794,ripe
122.65264892578125,105.12286376953125,68.96728515625,63.03302001953125,83.5233154296875,128.0501708984375,65.85247015453567,ripe
163.43603515625,168.15277099609375,137.1002197265625,78.6177978515625,84.631103515625,177.24603271484375,50.84794742401172,ripe
177.455078125,172.82977294921875,157.794677734375,84.662109375,45.74957275390625,182.6456298828125,51.24458702875325,ripe
